tanggal,suhu_rata,curah_hujan,is_libur_nasional,kuartal,is_weekend,is_awal_bulan,bulan_sin,bulan_cos,is_lebaran,is_natal_tahunbaru,is_musim_panen,lag_1,lag_7,lag_30,rawit_lag_1,rawit_lag_7,roll_std_7,roll_mean_30,roll_std_30,momentum_7,rasio_tren_7_30,volatilitas_14,roll_hujan_30,is_hari_hujan,harga_cabai_merah,harga_cabai_rawit
2022-02-12,0.8181818181818183,0.021894736842105262,0.0,0.0,1.0,0.0,0.9330127018922193,0.75,0.0,0.0,0.0,0.18604651162790697,0.06644518272425248,0.1661129568106312,0.27927927927927926,0.42942942942942947,0.14212853807623305,0.06142252294228473,0.10736251647481493,0.7944025834230355,0.63568336731005,0.24483058789886808,0.4668455346876198,0.0,36666.666666666664,34666.666666666664
2022-02-13,0.8181818181818183,0.021894736842105262,0.0,0.0,1.0,0.0,0.9330127018922193,0.75,0.0,0.0,0.0,0.19490586932447396,0.08637873754152825,0.1661129568106312,0.2822822822822823,0.38588588588588585,0.13092148727904995,0.062475943520450605,0.11340752592524347,0.7836383207750268,0.678937832087985,0.2700531927635621,0.4668455346876198,0.0,37333.333333333336,34833.333333333336
2022-02-14,0.8181818181818183,0.021894736842105262,0.0,0.0,0.0,0.0,0.9330127018922193,0.75,0.0,0.0,0.0,0.203765227021041,0.10631229235880396,0.1495016611295681,0.28528528528528535,0.34234234234234234,0.1147999653271582,0.06385349350728287,0.1212474768187464,0.7728740581270184,0.7171450036781347,0.287011005462028,0.4668455346876198,0.0,38000.0,35000.0
2022-02-15,0.8181818181818183,0.021894736842105262,0.0,0.0,0.0,0.0,0.9330127018922193,0.75,0.0,0.0,0.0,0.21262458471760792,0.13289036544850497,0.13289036544850497,0.2882882882882883,0.40540540540540543,0.09520370075130238,0.06616291554403098,0.13293093394903516,0.7556512378902045,0.7485766956718548,0.29577361981905104,0.4668455346876198,0.0,41500.0,33500.0
2022-02-16,0.8181818181818183,0.021894736842105262,0.0,0.0,0.0,0.0,0.9330127018922193,0.75,0.0,0.0,0.0,0.25913621262458475,0.1395348837209302,0.11627906976744184,0.2612612612612613,0.37837837837837845,0.10986842151487447,0.07078175961752736,0.15687797545291823,0.7944025834230355,0.7801427181632586,0.3128399094124127,0.4668455346876198,0.0,41000.0,34000.0
2022-02-17,0.8181818181818183,0.021894736842105262,0.0,0.0,0.0,0.0,0.9330127018922193,0.75,0.0,0.0,0.0,0.25249169435215946,0.18604651162790697,0.0564784053156146,0.27027027027027034,0.27927927927927926,0.0933145969082736,0.07576524927577338,0.17643909298455188,0.7427341227125942,0.8053854077836319,0.30684157276178226,0.4668455346876198,0.0,37500.0,33500.0
2022-02-18,0.8181818181818183,0.021894736842105262,0.0,0.0,0.0,0.0,0.9330127018922193,0.75,0.0,0.0,0.0,0.20598006644518269,0.18604651162790697,0.0564784053156146,0.2612612612612613,0.27927927927927926,0.08672088480206844,0.08123493304701906,0.1830760701185938,0.697524219590958,0.7968338332997053,0.2829278652338364,0.4668455346876198,0.0,37500.0,33000.0
2022-02-19,0.8181818181818183,0.021894736842105262,0.0,0.0,1.0,0.0,0.9330127018922193,0.75,0.0,0.0,0.0,0.20598006644518269,0.19490586932447396,0.0564784053156146,0.2522522522522523,0.2822822822822823,0.07845600299058496,0.08670461681826469,0.18840283478038927,0.6889128094725512,0.7884938732517296,0.24230677424587174,0.4668455346876198,0.0,39166.666666666664,32333.333333333332
2022-02-20,0.8181818181818183,0.021894736842105262,0.0,0.0,1.0,0.0,0.9330127018922193,0.75,0.0,0.0,0.0,0.2281284606866002,0.203765227021041,0.0564784053156146,0.2402402402402402,0.28528528528528535,0.07141528202852854,0.09298462411117642,0.19581593380955564,0.7018299246501614,0.7826125938167158,0.2070304959338677,0.4668455346876198,0.0,40833.333333333336,31666.666666666668
2022-02-21,0.8181818181818183,0.021894736842105262,0.0,0.0,0.0,0.0,0.9330127018922193,0.75,0.0,0.0,0.0,0.25027685492801777,0.21262458471760792,0.04983388704318936,0.22822822822822825,0.2882882882882883,0.07109133156844684,0.10007495492575413,0.20528613918665464,0.7147470398277718,0.7791196801010666,0.17850992700377238,0.4668455346876198,0.0,42500.0,31000.0
2022-02-22,0.8181818181818183,0.021894736842105262,0.0,0.0,0.0,0.0,0.9330127018922193,0.75,0.0,0.0,0.0,0.2724252491694352,0.25913621262458475,0.043189368770764125,0.21621621621621628,0.2612612612612613,0.08048912961720252,0.10821870631849767,0.21598504721772457,0.6910656620021528,0.7772948262183214,0.15861276842677818,0.4668455346876198,0.0,43000.0,31000.0
2022-02-23,0.8181818181818183,0.021894736842105262,0.0,0.0,0.0,0.0,0.9330127018922193,0.75,0.0,0.0,0.0,0.2790697674418604,0.25249169435215946,0.03654485049833883,0.21621621621621628,0.27027027027027034,0.0908798833047489,0.11684865182424087,0.22451541926798183,0.7039827771797632,0.7616903774564711,0.14647090901565804,0.4668455346876198,0.0,43000.0,31000.0
2022-02-24,0.8181818181818183,0.021894736842105262,0.0,0.0,0.0,0.0,0.9330127018922193,0.75,0.0,0.0,0.0,0.2790697674418604,0.20598006644518269,0.03654485049833883,0.21621621621621628,0.2612612612612613,0.10039609785052103,0.1257216943864839,0.22951493172756818,0.7491926803013993,0.7481186662117006,0.1272143384597582,0.4668455346876198,0.0,43000.0,31000.0
2022-02-25,0.8181818181818183,0.021894736842105262,0.0,0.0,0.0,0.0,0.9330127018922193,0.75,0.0,0.0,0.0,0.2790697674418604,0.20598006644518269,0.03654485049833883,0.21621621621621628,0.2522522522522523,0.09011469325457681,0.1345947369487268,0.231938171402964,0.7491926803013993,0.7492174216113462,0.12526011790629202,0.4668455346876198,0.0,46000.0,31000.0
2022-02-26,0.8181818181818183,0.021894736842105262,0.0,0.0,1.0,0.0,0.9330127018922193,0.75,0.0,0.0,0.0,0.31893687707641194,0.2281284606866002,0.08637873754152825,0.21621621621621628,0.2402402402402402,0.08630160328964444,0.14492636184996865,0.23869000064454962,0.7664155005382132,0.7587630377841649,0.1345074315843791,0.4668455346876198,0.0,45750.0,31000.0
2022-02-27,0.8181818181818183,0.021894736842105262,0.0,0.0,1.0,0.0,0.9330127018922193,0.75,0.0,0.0,0.0,0.3156146179401993,0.25027685492801777,0.07308970099667772,0.21621621621621628,0.22822822822822825,0.07470628346314125,0.15331321029921197,0.24814866248481596,0.7416576964477932,0.7649910441837603,0.13670834904619603,0.4668455346876198,0.0,45500.0,31000.0
2022-02-28,0.8181818181818183,0.021894736842105262,1.0,0.0,0.0,0.0,0.9330127018922193,0.75,0.0,0.0,0.0,0.31229235880398665,0.2724252491694352,0.06866002214839423,0.21621621621621628,0.21621621621621628,0.06333574003305048,0.16206470433320508,0.25317648633859946,0.7168998923573735,0.7628241588940344,0.13456338768229528,0.4668455346876198,0.0,45250.0,31000.0
2022-03-01,0.8181818181818183,0.021894736842105262,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.3089700996677741,0.2790697674418604,0.06423034330011068,0.21621621621621628,0.21621621621621628,0.05795265128636629,0.17085671454328144,0.2548048435401675,0.7072120559741658,0.7534087429723894,0.12971745307691593,0.4668455346876198,0.0,45000.0,31000.0
2022-03-02,0.8181818181818183,0.021894736842105262,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.30564784053156147,0.2790697674418604,0.059800664451827246,0.21621621621621628,0.21621621621621628,0.051441700107395315,0.17968924092944116,0.253047624631601,0.7039827771797632,0.7414322279568414,0.13261453520335106,0.4668455346876198,0.0,45000.0,31000.0
2022-03-03,0.8181818181818183,0.021894736842105262,1.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.30564784053156147,0.2790697674418604,0.05315614617940195,0.21621621621621628,0.21621621621621628,0.040217243308634375,0.188683832019934,0.2482045419550679,0.7039827771797632,0.7295017150543904,0.13339101929663266,0.4668455346876198,0.0,48625.0,29250.0
2022-03-04,0.8181818181818183,0.021894736842105262,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.35382059800664456,0.31893687707641194,0.046511627906976716,0.18468468468468474,0.21621621621621628,0.05171740034647382,0.19968397382655023,0.24644583308753507,0.7120559741657696,0.7268050937102449,0.1294276849776316,0.4668455346876198,0.0,52250.0,27500.0
2022-03-05,0.8181818181818183,0.021894736842105262,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.40199335548172754,0.3156146179401993,0.059800664451827246,0.1531531531531532,0.21621621621621628,0.11127318897256076,0.21268966634928999,0.24858322009707365,0.7621097954790097,0.7223519554259646,0.1384925469237267,0.4668455346876198,0.0,52750.0,27666.666666666668
2022-03-06,0.8181818181818183,0.021894736842105262,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.40863787375415284,0.31229235880398665,0.046511627906976716,0.1561561561561562,0.21621621621621628,0.14166230589041853,0.2254522618155299,0.2499269270983974,0.7717976318622174,0.7211382058026189,0.14651948478319363,0.4668455346876198,0.0,53250.0,27833.333333333332
2022-03-07,0.8181818181818183,0.021894736842105262,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.415282392026578,0.3089700996677741,0.06644518272425248,0.15915915915915918,0.21621621621621628,0.15681697188625057,0.2389441484512692,0.24455111000247334,0.7814854682454252,0.7210807190961924,0.15453526875158857,0.4668455346876198,0.0,53750.0,28000.0
2022-03-08,0.8181818181818183,0.021894736842105262,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.4219269102990033,0.30564784053156147,0.08637873754152825,0.16216216216216223,0.21621621621621628,0.15708484673202427,0.25194984097400897,0.23981013931796832,0.7911733046286329,0.7243917133519834,0.16302075211860617,0.4668455346876198,0.0,54000.0,28000.0
2022-03-09,0.8181818181818183,0.021894736842105262,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.42524916943521596,0.30564784053156147,0.10631229235880396,0.16216216216216223,0.21621621621621628,0.1361337413084879,0.2643477908554991,0.23523988069087529,0.7944025834230355,0.7302922463551947,0.16702494356477177,0.4668455346876198,0.0,52750.0,27500.0
2022-03-10,0.8181818181818183,0.021894736842105262,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.40863787375415284,0.35382059800664456,0.13289036544850497,0.1531531531531532,0.18468468468468474,0.0736365148274101,0.2754087069262404,0.22758920824602627,0.7314316469321851,0.7344814306265995,0.1607029214336567,0.4668455346876198,0.0,52750.0,27500.0
2022-03-11,0.8181818181818183,0.021894736842105262,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.40863787375415284,0.40199335548172754,0.1395348837209302,0.1531531531531532,0.1531531531531532,0.025455056776952402,0.2854972347709823,0.2217557050333118,0.6846071044133477,0.7290590337408861,0.14930449530778026,0.4668455346876198,0.0,52750.0,27500.0
2022-03-12,0.8181818181818183,0.021894736842105262,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.40863787375415284,0.40863787375415284,0.18604651162790697,0.1531531531531532,0.1561561561561562,0.02190404330293943,0.2953426655592246,0.21383369403481092,0.6781485468245425,0.7131750816377479,0.14610072050770384,0.4668455346876198,0.0,51500.0,27666.666666666668
2022-03-13,0.8181818181818183,0.021894736842105262,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.3920265780730897,0.415282392026578,0.18604651162790697,0.1561561561561562,0.15915915915915918,0.03350821943401122,0.3028786743107186,0.209617546730024,0.6555435952637244,0.6964146993568948,0.1379607006856491,0.4668455346876198,0.0,50250.0,27833.333333333332
2022-03-14,0.8181818181818183,0.021894736842105262,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.3754152823920266,0.4219269102990033,0.19490586932447396,0.15915915915915918,0.16216216216216223,0.05277067139100815,0.30980694042096313,0.20167788422936636,0.6329386437029063,0.6758181809477081,0.12650542030895542,0.4668455346876198,0.0,49000.0,28000.0
2022-03-15,0.8181818181818183,0.021894736842105262,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.3588039867109635,0.42524916943521596,0.203765227021041,0.16216216216216223,0.16216216216216223,0.07032964451128039,0.3158033344812917,0.19222703392548027,0.6135629709364908,0.6519665303857639,0.11317645903512417,0.4668455346876198,0.0,47500.0,28000.0
2022-03-16,0.8181818181818183,0.021894736842105262,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.3388704318936877,0.40863787375415284,0.21262458471760792,0.16216216216216223,0.1531531531531532,0.08521213564345127,0.3207463079634544,0.18194648934935748,0.6103336921420882,0.6250358531404455,0.10061424237620695,0.4668455346876198,0.0,47500.0,28000.0
2022-03-17,0.8181818181818183,0.021894736842105262,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.3388704318936877,0.40863787375415284,0.25913621262458475,0.16216216216216223,0.1531531531531532,0.09223646406374683,0.3253651520369508,0.1719168828914298,0.6103336921420882,0.6026265616904797,0.08590032367082323,0.4668455346876198,0.0,47500.0,28000.0
2022-03-18,0.8181818181818183,0.021894736842105262,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.3388704318936877,0.40863787375415284,0.25249169435215946,0.16216216216216223,0.1531531531531532,0.08702139030970546,0.32828231671494856,0.16796989907562554,0.6103336921420882,0.5830135939234716,0.09045795654365926,0.4668455346876198,0.0,48500.0,27250.0
2022-03-19,0.8181818181818183,0.021894736842105262,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.3521594684385382,0.3920265780730897,0.20598006644518269,0.14864864864864868,0.1561561561561562,0.06356959586875374,0.3319287725624457,0.16298736918000542,0.6393972012917115,0.565409952973569,0.09419434683228753,0.4668455346876198,0.0,48333.333333333336,27500.0
2022-03-20,0.8181818181818183,0.021894736842105262,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.3499446290143965,0.3754152823920266,0.20598006644518269,0.1531531531531532,0.15915915915915918,0.04150839492380224,0.3371958754532748,0.1482481662077472,0.6533907427341228,0.5488281541241973,0.0962189360247266,0.4668455346876198,0.0,48166.666666666664,27750.0
2022-03-21,0.8181818181818183,0.021894736842105262,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.3477297895902547,0.3588039867109635,0.2281284606866002,0.15765765765765766,0.16216216216216223,0.024136266927834805,0.3423819459919373,0.13089087597491753,0.6673842841765338,0.5356892341953885,0.09559822776351193,0.4668455346876198,0.0,48000.0,28000.0
2022-03-22,0.8181818181818183,0.021894736842105262,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.345514950166113,0.3388704318936877,0.25027685492801777,0.16216216216216223,0.16216216216216223,0.017480528681222032,0.3466766606567674,0.11655731642937994,0.6846071044133477,0.5270060381699978,0.0909777334585416,0.4668455346876198,0.0,46000.0,29500.0
2022-03-23,0.8181818181818183,0.021894736842105262,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.31893687707641194,0.3388704318936877,0.2724252491694352,0.1891891891891892,0.16216216216216223,0.034581721825987635,0.34918866357393186,0.10670918786808248,0.658772874058127,0.5193982266857191,0.08797913990624102,0.4668455346876198,0.0,45500.0,29500.0
2022-03-24,0.8181818181818183,0.021894736842105262,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.31229235880398665,0.3388704318936877,0.2790697674418604,0.1891891891891892,0.16216216216216223,0.048815956610005484,0.3506472459129307,0.10125870325827963,0.6523143164693218,0.5118314631107465,0.08830653000395083,0.4668455346876198,0.0,43750.0,29500.0
2022-03-25,0.8181818181818183,0.021894736842105262,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.28903654485049834,0.3521594684385382,0.2790697674418604,0.1891891891891892,0.14864864864864868,0.07465476949511374,0.3510118914976804,0.09964281264095881,0.6167922497308934,0.5008123020465648,0.09228344785192404,0.4668455346876198,0.0,40250.0,29500.0
2022-03-26,0.8181818181818183,0.021894736842105262,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.24252491694352163,0.3499446290143965,0.2790697674418604,0.1891891891891892,0.1531531531531532,0.1199481886606494,0.3496748576869315,0.10742126969044116,0.573735199138859,0.47933538054578206,0.11259238091516476,0.4668455346876198,0.0,38416.666666666664,29500.0
2022-03-27,0.8181818181818183,0.021894736842105262,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.21816168327796226,0.3477297895902547,0.31893687707641194,0.1891891891891892,0.15765765765765766,0.15279869489912515,0.3474464680023499,0.12094469860413487,0.5522066738428417,0.4541850590900812,0.13976141397913164,0.4668455346876198,0.0,36583.333333333336,29500.0
2022-03-28,0.8181818181818183,0.021894736842105262,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.1937984496124031,0.345514950166113,0.3156146179401993,0.1891891891891892,0.16216216216216223,0.17428575808513203,0.34286814010493694,0.1432306249666873,0.5306781485468246,0.4269990182336729,0.17173480807219144,0.4668455346876198,0.0,34750.0,29500.0
2022-03-29,0.8181818181818183,0.021894736842105262,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.16943521594684385,0.31893687707641194,0.31229235880398665,0.1891891891891892,0.1891891891891892,0.1809278612188232,0.3375200048619411,0.1685801444258305,0.5328310010764262,0.3955918092778834,0.20743978765057783,0.4668455346876198,0.0,34250.0,29500.0
2022-03-30,0.8181818181818183,0.021894736842105262,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.16279069767441862,0.31229235880398665,0.3089700996677741,0.1891891891891892,0.1891891891891892,0.17703120051629376,0.33205032109069543,0.19173597881910978,0.5328310010764262,0.3681660313538786,0.2383559781824134,0.4668455346876198,0.0,34250.0,29500.0
2022-03-31,0.8181818181818183,0.021894736842105262,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.16279069767441862,0.28903654485049834,0.30564784053156147,0.1891891891891892,0.1891891891891892,0.14602695535293025,0.3267021858476997,0.2117213562143657,0.5554359526372443,0.34161959233913297,0.2605108394618809,0.4668455346876198,0.0,34750.0,29500.0
2022-04-01,0.8181818181818183,0.021894736842105262,0.0,0.3333333333333333,0.0,1.0,0.9330127018922194,0.2500000000000001,0.0,0.0,0.0,0.16943521594684385,0.24252491694352163,0.30564784053156147,0.1891891891891892,0.1891891891891892,0.09599703073317947,0.3217186961894537,0.227920005695359,0.6071044133476857,0.32085300152533913,0.27292622229315067,0.4668455346876198,0.0,34250.0,29500.0
2022-04-02,0.8181818181818183,0.021894736842105262,0.0,0.3333333333333333,1.0,1.0,0.9330127018922194,0.2500000000000001,0.0,0.0,0.0,0.16279069767441862,0.21816168327796226,0.35382059800664456,0.1891891891891892,0.1891891891891892,0.06503538222634762,0.31649210947470785,0.24370548013112145,0.6243272335844995,0.3089024357410858,0.27671563248512643,0.4668455346876198,0.0,36583.333333333336,32666.666666666668
2022-04-03,0.8181818181818183,0.021894736842105262,0.0,0.3333333333333333,1.0,1.0,0.9330127018922194,0.2500000000000001,0.0,0.0,0.0,0.1937984496124031,0.1937984496124031,0.40199335548172754,0.2462462462462463,0.1891891891891892,0.04340478148160531,0.31063752203067074,0.25205338852225007,0.6781485468245425,0.30985972144594365,0.26438458614219934,0.4668455346876198,0.0,38916.666666666664,35833.333333333336
2022-04-04,0.8181818181818183,0.021894736842105262,0.0,0.3333333333333333,0.0,1.0,0.9330127018922194,0.2500000000000001,0.0,0.0,0.0,0.22480620155038755,0.16943521594684385,0.40863787375415284,0.3033033033033034,0.1891891891891892,0.07173776962140108,0.3041549338573426,0.2516490050084821,0.7319698600645855,0.32407134269236415,0.2406232264324603,0.4668455346876198,0.0,41250.0,39000.0
2022-04-05,0.8181818181818183,0.021894736842105262,0.0,0.3333333333333333,0.0,1.0,0.9330127018922194,0.2500000000000001,0.0,0.0,0.0,0.2558139534883721,0.16279069767441862,0.415282392026578,0.3603603603603604,0.1891891891891892,0.1134128364414849,0.29856370155784706,0.2468379476829242,0.7685683530678149,0.35017620579008046,0.21058800875901185,0.4668455346876198,0.0,39250.0,38000.0
2022-04-06,0.8181818181818183,0.021894736842105262,0.0,0.3333333333333333,0.0,1.0,0.9330127018922194,0.2500000000000001,0.0,0.0,0.0,0.22923588039867104,0.16279069767441862,0.4219269102990033,0.34234234234234234,0.1891891891891892,0.11428176506156333,0.29175698397585237,0.24186228355268416,0.7427341227125942,0.37362985433798257,0.18460880214737205,0.4668455346876198,0.0,39250.0,37500.0
2022-04-07,0.8181818181818183,0.021894736842105262,0.0,0.3333333333333333,0.0,1.0,0.9330127018922194,0.2500000000000001,0.0,0.0,0.0,0.22923588039867104,0.16943521594684385,0.42524916943521596,0.3333333333333333,0.1891891891891892,0.10620578431816434,0.28470716933735807,0.2342804872372298,0.736275565123789,0.3978932420243795,0.15347337651077503,0.4668455346876198,0.0,35000.0,33000.0
2022-04-08,0.8181818181818183,0.021894736842105262,0.0,0.3333333333333333,0.0,0.0,0.9330127018922194,0.2500000000000001,0.0,0.0,0.0,0.17275747508305644,0.16279069767441862,0.40863787375415284,0.2522522522522523,0.1891891891891892,0.10430254863603627,0.2754694811903653,0.23029509706474735,0.6878363832077503,0.4106794856512642,0.1297753598805506,0.4668455346876198,0.0,34000.0,30000.0
2022-04-09,0.8181818181818183,0.021894736842105262,0.0,0.3333333333333333,1.0,0.0,0.9330127018922194,0.2500000000000001,0.0,0.0,0.0,0.15946843853820597,0.1937984496124031,0.40863787375415284,0.19819819819819823,0.2462462462462463,0.10669367394309369,0.2663533415716225,0.2284319333505299,0.6447793326157157,0.4220841969391331,0.12762410961566445,0.4668455346876198,0.0,33166.666666666664,29833.333333333332
2022-04-10,0.8181818181818183,0.021894736842105262,0.0,0.3333333333333333,1.0,0.0,0.9330127018922194,0.2500000000000001,0.0,0.0,0.0,0.14839424141749719,0.22480620155038755,0.40863787375415284,0.19519519519519518,0.3033033033033034,0.12791920731537593,0.25683204019204675,0.225471584933945,0.6038751345532831,0.424127364258038,0.1337506391048164,0.4668455346876198,0.0,32333.333333333332,29666.666666666668
2022-04-11,0.8181818181818183,0.021894736842105262,0.0,0.3333333333333333,0.0,0.0,0.9330127018922194,0.2500000000000001,0.0,0.0,0.0,0.13732004429678846,0.2558139534883721,0.3920265780730897,0.19219219219219225,0.3603603603603604,0.14359040852483632,0.24690557705163774,0.2211581945923802,0.5629709364908504,0.4163691225909225,0.1452155778199727,0.4668455346876198,0.0,31500.0,29500.0
2022-04-12,0.8181818181818183,0.021894736842105262,0.0,0.3333333333333333,0.0,0.0,0.9330127018922194,0.2500000000000001,0.0,0.0,0.0,0.12624584717607973,0.22923588039867104,0.3754152823920266,0.1891891891891892,0.34234234234234234,0.12871371093872697,0.23718169479164564,0.21860984089686855,0.5780409041980624,0.3974595741678625,0.15857500092676016,0.4668455346876198,0.0,30250.0,30000.0
2022-04-13,0.8181818181818183,0.021894736842105262,0.0,0.3333333333333333,0.0,0.0,0.9330127018922194,0.2500000000000001,0.0,0.0,0.0,0.10963455149501661,0.22923588039867104,0.3588039867109635,0.19819819819819823,0.3333333333333333,0.11938329120854035,0.22745781253165331,0.21880673946519993,0.5618945102260495,0.38047328144475867,0.1771997300136907,0.4668455346876198,0.0,28500.0,27250.0
2022-04-14,0.8181818181818183,0.021894736842105262,0.0,0.3333333333333333,0.0,0.0,0.9330127018922194,0.2500000000000001,0.0,0.0,0.0,0.08637873754152825,0.17275747508305644,0.3388704318936877,0.14864864864864868,0.2522522522522523,0.09108827865150858,0.21749083321516116,0.22297029738842908,0.5941872981700753,0.3571798992247255,0.2052950996238493,0.4668455346876198,0.0,26500.0,24500.0
